title,app_id,app_type,developer,publisher,platforms,technologies,last_changenumber,last_record_update,release_date,positive_reviews_per,total_reviews,player_count_now,multiplayer,steam_trading_cards,valve_anti_cheat,in_app_purchases,steam_workshop,cloud_gaming,cross_platform_multiplayer,stats,remote_play_on_phone,remote_play_on_tablet,sys_date,href
Factorio,427520,Game,Wube Software LTD.,Wube Software LTD.,Windows macOS Linux,,31835411,22 October 2025 – 11:07:40 UTC ( ),14 August 2020 – 08:58:00 UTC ( ),97.06,222168,,1,0,0,0,0,1,0,0,0,0,2025-10-25T17:35:14.757296,https://steamdb.info/app/427520/charts/
Fallout 4,377160,Game,Bethesda Game Studios,Bethesda Softworks,Windows,,31894759,25 October 2025 – 03:22:33 UTC ( ),10 November 2015 – 08:00:00 UTC ( ),83.16,400031,,0,0,0,0,0,1,0,0,1,1,2025-10-25T17:37:07.408764,https://steamdb.info/app/377160/charts/
The Binding of Isaac: Rebirth,250900,Game,"Nicalis, Inc. , Edmund McMillen","Nicalis, Inc.",Windows macOS Linux,,31897468,25 October 2025 – 10:01:09 UTC ( ),4 November 2014 – 18:36:00 UTC ( ),97.24,359527,,1,1,0,0,0,0,0,0,0,0,2025-10-25T17:37:25.431583,https://steamdb.info/app/250900/charts/
Soundpad,629520,Application,Leppsoft,Leppsoft,Windows,,31613529,11 October 2025 – 15:15:17 UTC ( ),30 September 2017 – 17:55:18 UTC ( ),96.01,93959,,0,0,0,0,0,0,0,0,0,0,2025-10-25T17:37:46.449441,https://steamdb.info/app/629520/charts/
PEAK,3527290,Game,Team PEAK,"Aggro Crab , Landfall",Windows,Unity Engine,31892636,24 October 2025 – 23:19:44 UTC ( ),16 June 2025 – 17:00:57 UTC ( ),93.74,164473,,1,1,0,0,0,1,0,0,0,0,2025-10-25T17:38:00.115107,https://steamdb.info/app/3527290/charts/
STALCRAFT: X,1818450,Game,EXBO,EXBO,Windows,,31872656,24 October 2025 – 01:56:46 UTC ( ),9 December 2022 – 19:30:00 UTC ( ),73.95,84071,,1,0,0,1,0,1,0,0,0,0,2025-10-25T17:38:17.498019,https://steamdb.info/app/1818450/charts/
Destiny 2,1085660,Game,Bungie,Bungie,Windows,BattlEye AntiCheat,31898824,25 October 2025 – 13:14:47 UTC ( ),1 October 2019 – 17:00:00 UTC ( ),78.0,638971,,1,0,0,1,0,1,0,0,0,0,2025-10-25T17:38:37.008971,https://steamdb.info/app/1085660/charts/
Black Desert,582660,Game,Pearl Abyss,Pearl Abyss,Windows,"EasyAntiCheat AntiCheat , XIGNCODE3 AntiCheat , Electron Container",31874547,24 October 2025 – 04:35:28 UTC ( ),24 May 2017 – 16:00:00 UTC ( ),73.83,89140,,1,1,0,1,0,1,0,0,0,0,2025-10-25T17:38:53.568275,https://steamdb.info/app/582660/charts/
eFootball™,1665460,Game,KONAMI,KONAMI,Windows,Unreal Engine,31851613,23 October 2025 – 04:07:08 UTC ( ),30 September 2021 – 00:00:00 UTC ( ),49.06,99702,,1,0,0,1,0,0,1,0,0,0,2025-10-25T17:39:08.660106,https://steamdb.info/app/1665460/charts/
SCUM,513710,Game,Gamepires,Gamepires,Windows,"BattlEye AntiCheat , Unreal Engine",31883235,24 October 2025 – 13:39:13 UTC ( ),17 June 2025 – 14:55:00 UTC ( ),74.01,118396,,1,1,0,0,0,1,0,1,0,0,2025-10-25T17:39:26.957819,https://steamdb.info/app/513710/charts/
Stellaris,281990,Game,Paradox Development Studio,Paradox Interactive,Windows macOS Linux,"Clausewitz Engine , Paradox_Launcher Launcher",31879831,24 October 2025 – 10:23:33 UTC ( ),9 May 2016 – 15:57:00 UTC ( ),85.59,190414,,1,1,0,0,1,1,1,0,0,0,2025-10-25T17:39:46.995441,https://steamdb.info/app/281990/charts/
Sid Meier's Civilization V,8930,Game,"Firaxis Games , Aspyr (Mac) , Aspyr (Linux)","2K , Aspyr (Mac) , Aspyr (Linux)",Windows macOS Linux,,31825149,21 October 2025 – 22:26:39 UTC ( ),21 September 2010 – 17:00:00 UTC ( ),95.57,206588,,1,1,0,0,0,1,0,0,0,1,2025-10-25T17:40:03.768516,https://steamdb.info/app/8930/charts/
Phasmophobia,739630,Game,Kinetic Games,Kinetic Games,Windows,Unity Engine,31892922,24 October 2025 – 23:46:15 UTC ( ),18 September 2020 – 17:56:00 UTC ( ),95.72,790366,,1,1,0,0,0,0,0,0,0,0,2025-10-25T17:40:19.988918,https://steamdb.info/app/739630/charts/
The Witcher 3: Wild Hunt,292030,Game,CD PROJEKT RED,CD PROJEKT RED,Windows,REDengine Engine,31875870,24 October 2025 – 06:31:28 UTC ( ),18 May 2015 – 22:00:00 UTC ( ),96.14,852939,,0,1,0,0,1,1,0,0,0,1,2025-10-25T17:40:40.813990,https://steamdb.info/app/292030/charts/
THRONE AND LIBERTY,2429640,Game,"NCSOFT , FirstSpark Games",Amazon Games,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31895894,25 October 2025 – 05:58:14 UTC ( ),1 October 2024 – 16:59:00 UTC ( ),67.71,66160,,1,0,0,1,0,1,1,0,0,0,2025-10-25T17:40:55.431236,https://steamdb.info/app/2429640/charts/
Rocket League,252950,Game,Psyonix LLC,Psyonix LLC,Windows macOS Linux,"Unreal Engine , EpicOnlineServices SDK",31895007,25 October 2025 – 03:52:05 UTC ( ),7 July 2015 – 06:59:00 UTC ( ),87.24,584193,,1,1,0,0,1,0,0,0,0,0,2025-10-25T17:41:09.987412,https://steamdb.info/app/252950/charts/
Europa Universalis IV,236850,Game,"Paradox Development Studio , Paradox Tinto",Paradox Interactive,Windows macOS Linux,"Clausewitz Engine , Paradox_Launcher Launcher , EpicOnlineServices SDK",31706677,16 October 2025 – 13:53:18 UTC ( ),13 August 2013 – 13:00:00 UTC ( ),86.75,136672,,1,1,0,0,1,1,0,0,0,0,2025-10-25T17:41:29.012533,https://steamdb.info/app/236850/charts/
Jurassic World Evolution 3,2958130,Game,Frontier Developments,Frontier Developments,Windows,Cobra Engine,31900590,25 October 2025 – 16:26:49 UTC ( ),21 October 2025 – 13:55:32 UTC ( ),91.01,2303,,0,1,0,0,0,1,0,0,0,0,2025-10-25T17:41:48.454339,https://steamdb.info/app/2958130/charts/
THE FINALS,2073850,Game,Embark Studios,Embark Studios,Windows,"EasyAntiCheat AntiCheat , TheiaAntiTamper AntiCheat , Unreal Engine , EpicOnlineServices SDK",31882018,24 October 2025 – 12:32:01 UTC ( ),8 December 2023 – 03:49:00 UTC ( ),78.07,248186,,1,0,0,1,0,1,1,0,0,0,2025-10-25T17:42:06.401834,https://steamdb.info/app/2073850/charts/
Kingdom Come: Deliverance II,1771300,Game,Warhorse Studios,Deep Silver,Windows,CryEngine Engine,31892259,24 October 2025 – 22:42:45 UTC ( ),4 February 2025 – 15:34:14 UTC ( ),94.02,120321,,0,1,0,0,0,1,0,0,0,0,2025-10-25T17:43:36.465044,https://steamdb.info/app/1771300/charts/
FINAL FANTASY XIV Online,39210,Game,Square Enix,Square Enix,Windows,,31368228,29 September 2025 – 10:05:00 UTC ( ),18 February 2014 – 18:00:00 UTC ( ),86.61,82162,,1,0,0,0,0,0,1,0,0,1,2025-10-25T17:44:06.256480,https://steamdb.info/app/39210/charts/
"Warhammer 40,000: Space Marine 2",2183900,Game,Saber Interactive,Focus Entertainment,Windows,"EasyAntiCheat AntiCheat , EpicOnlineServices SDK",31897199,25 October 2025 – 09:19:06 UTC ( ),9 September 2024 – 16:09:00 UTC ( ),82.74,180278,,1,1,0,0,0,1,0,0,0,0,2025-10-25T17:45:04.580874,https://steamdb.info/app/2183900/charts/
Party Animals,1260320,Game,Recreate Games,Source Technology,Windows,Unity Engine,31836395,22 October 2025 – 12:04:11 UTC ( ),20 September 2023 – 11:18:00 UTC ( ),79.05,69826,,1,0,0,1,0,1,0,0,0,0,2025-10-25T17:45:28.517252,https://steamdb.info/app/1260320/charts/
Fallout 76,1151340,Game,Bethesda Game Studios,Bethesda Softworks,Windows,,31887130,24 October 2025 – 16:54:39 UTC ( ),14 April 2020 – 11:00:00 UTC ( ),72.62,126597,,1,0,0,1,0,1,0,0,0,1,2025-10-25T17:45:56.621027,https://steamdb.info/app/1151340/charts/
Forza Horizon 5,1551360,Game,Playground Games,Xbox Game Studios,Windows,,31844608,22 October 2025 – 19:20:24 UTC ( ),9 November 2021 – 04:58:00 UTC ( ),88.71,243253,,1,1,0,0,0,1,0,0,0,0,2025-10-25T17:46:17.947359,https://steamdb.info/app/1551360/charts/
Assetto Corsa,244210,Game,Kunos Simulazioni,Kunos Simulazioni,Windows,,31896366,25 October 2025 – 07:19:40 UTC ( ),19 December 2014 – 08:48:00 UTC ( ),92.69,158984,,1,0,0,0,0,1,0,0,0,0,2025-10-25T17:46:47.518568,https://steamdb.info/app/244210/charts/
Eternal Return,1049590,Game,Nimble Neuron,"Nimble Neuron , SapStaR Games",Windows,"XIGNCODE3 AntiCheat , Unity Engine",31852414,23 October 2025 – 05:30:43 UTC ( ),20 July 2023 – 05:25:00 UTC ( ),75.7,69341,,1,1,0,1,0,1,0,0,0,0,2025-10-25T17:47:15.334349,https://steamdb.info/app/1049590/charts/
Slay the Spire,646570,Game,Mega Crit,Mega Crit,Windows macOS Linux,,30521827,11 August 2025 – 04:07:13 UTC ( ),23 January 2019 – 15:50:00 UTC ( ),97.75,191130,,0,1,0,0,1,1,0,1,0,0,2025-10-25T17:47:37.712760,https://steamdb.info/app/646570/charts/
Russian Fishing 4,766570,Game,FishSoft LLC,FishSoft LLC,Windows,Unity Engine,31892223,24 October 2025 – 22:39:12 UTC ( ),11 November 2021 – 06:53:20 UTC ( ),55.77,77917,,1,0,0,1,0,1,0,1,0,0,2025-10-25T17:56:02.956223,https://steamdb.info/app/766570/charts/
Sons Of The Forest,1326470,Game,Endnight Games Ltd,Newnight,Windows,Unity Engine,31469654,3 October 2025 – 18:44:56 UTC ( ),22 February 2024 – 18:00:54 UTC ( ),87.9,273638,,1,0,0,0,0,1,0,0,0,0,2025-10-25T17:56:29.509514,https://steamdb.info/app/1326470/charts/
Umamusume: Pretty Derby,3224770,Game,"Cygames, Inc.","Cygames, Inc.",Windows,Unity Engine,31852059,23 October 2025 – 04:58:06 UTC ( ),25 June 2025 – 02:41:37 UTC ( ),93.08,32660,,1,0,0,1,0,0,0,0,0,0,2025-10-25T17:56:56.943083,https://steamdb.info/app/3224770/charts/
MIR4,1623660,Game,Wemade Next,Wemade,Windows,Unreal Engine,31876966,24 October 2025 – 07:47:52 UTC ( ),25 August 2021 – 14:45:28 UTC ( ),65.3,14698,,1,0,0,1,0,0,1,0,0,0,2025-10-25T17:57:30.088514,https://steamdb.info/app/1623660/charts/
Black Myth: Wukong,2358720,Game,Game Science,Game Science,Windows,Unreal Engine,31700491,16 October 2025 – 08:00:09 UTC ( ),20 August 2024 – 01:58:28 UTC ( ),96.59,1183128,,0,1,0,0,0,1,0,0,0,0,2025-10-25T17:57:54.518235,https://steamdb.info/app/2358720/charts/
Monster Hunter: World,582010,Game,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Windows,,31758787,20 October 2025 – 02:59:19 UTC ( ),9 August 2018 – 15:57:00 UTC ( ),88.04,502651,,1,1,0,0,0,1,0,1,0,0,2025-10-25T17:58:22.312721,https://steamdb.info/app/582010/charts/
Yu-Gi-Oh!  Master Duel,1449850,Game,KONAMI,KONAMI,Windows,Unity Engine,31866386,23 October 2025 – 18:33:31 UTC ( ),19 January 2022 – 01:00:00 UTC ( ),73.07,91388,,1,1,0,1,0,0,1,0,0,0,2025-10-25T17:58:48.108375,https://steamdb.info/app/1449850/charts/
Diablo® IV,2344520,Game,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",Windows,,31889322,24 October 2025 – 19:01:31 UTC ( ),17 October 2023 – 18:50:00 UTC ( ),65.8,57603,,1,0,0,1,0,1,1,0,0,0,2025-10-25T17:59:10.696802,https://steamdb.info/app/2344520/charts/
Age of Empires IV: Anniversary Edition,1466860,Game,"World's Edge , Relic Entertainment , Forgotten Empires , Climax Studios",Xbox Game Studios,Windows,Essence_Engine Engine,31891193,24 October 2025 – 21:13:56 UTC ( ),28 October 2021 – 14:56:00 UTC ( ),86.1,85302,,1,0,0,0,0,1,1,0,0,0,2025-10-25T17:59:36.679725,https://steamdb.info/app/1466860/charts/
Brawlhalla,291550,Game,Blue Mammoth Games,Ubisoft,Windows macOS,Adobe_AIR Engine,31889426,24 October 2025 – 19:09:17 UTC ( ),17 October 2017 – 17:01:00 UTC ( ),81.03,393321,,1,1,0,0,0,1,0,0,0,0,2025-10-25T18:00:01.280816,https://steamdb.info/app/291550/charts/
The Elder Scrolls Online,306130,Game,ZeniMax Online Studios,Bethesda Softworks,Windows macOS,EpicOnlineServices SDK,31653657,14 October 2025 – 03:15:34 UTC ( ),4 April 2014 – 07:00:00 UTC ( ),81.14,156693,,1,1,0,1,0,1,0,0,0,0,2025-10-25T18:00:35.329973,https://steamdb.info/app/306130/charts/
VTube Studio,1325860,Application,DenchiSoft,DenchiSoft,Windows macOS,Unity Engine,31894730,25 October 2025 – 03:19:12 UTC ( ),12 March 2021 – 21:49:00 UTC ( ),92.47,6231,,0,0,0,0,1,0,0,0,0,0,2025-10-25T18:01:02.840922,https://steamdb.info/app/1325860/charts/
Farming Simulator 22,1248130,Game,Giants Software,Giants Software,Windows macOS,,28985441,14 May 2025 – 16:39:51 UTC ( ),22 November 2021 – 07:49:00 UTC ( ),92.53,87424,,1,1,0,0,0,1,0,0,0,0,2025-10-25T18:01:26.826316,https://steamdb.info/app/1248130/charts/
Blender,365670,Application,Blender Foundation,Blender Foundation,Windows macOS Linux,BlenderGameEngine Engine,31895836,25 October 2025 – 05:49:00 UTC ( ),24 April 2015 – 14:17:00 UTC ( ),96.24,78439,,0,0,0,0,0,0,0,0,0,0,2025-10-25T18:03:08.408957,https://steamdb.info/app/365670/charts/
NBA 2K25,2878980,Game,Visual Concepts,2K,Windows,"EasyAntiCheat AntiCheat , EpicOnlineServices SDK",31112882,15 September 2025 – 09:07:33 UTC ( ),4 September 2024 – 04:02:03 UTC ( ),58.39,40517,,1,0,0,1,0,0,0,0,0,0,2025-10-25T18:03:40.481478,https://steamdb.info/app/2878980/charts/
Schedule I,3164500,Game,TVGS,TVGS,Windows,Unity Engine,31889574,24 October 2025 – 19:20:00 UTC ( ),24 March 2025 – 22:00:00 UTC ( ),97.98,242794,,1,0,0,0,0,1,0,0,0,0,2025-10-25T18:04:12.773710,https://steamdb.info/app/3164500/charts/
Gunfire Reborn,1217060,Game,Duoyi Games,Duoyi Games,Windows,Unity Engine,31894572,25 October 2025 – 02:59:46 UTC ( ),18 November 2021 – 02:29:00 UTC ( ),93.35,100536,,1,1,0,0,0,1,0,0,0,0,2025-10-25T18:04:42.631745,https://steamdb.info/app/1217060/charts/
Goose Goose Duck,1568590,Game,"Gaggle Studios, Inc.","Gaggle Studios, Inc.",Windows macOS,"EasyAntiCheat AntiCheat , Unity Engine , EpicOnlineServices SDK",31692613,15 October 2025 – 20:49:25 UTC ( ),3 October 2021 – 19:46:44 UTC ( ),86.66,75536,,1,0,0,1,0,0,1,0,0,0,2025-10-25T18:05:05.116947,https://steamdb.info/app/1568590/charts/
Unturned,304930,Game,Smartly Dressed Games,Smartly Dressed Games,Windows macOS Linux,"BattlEye AntiCheat , Unity Engine",31807211,21 October 2025 – 02:56:01 UTC ( ),7 July 2017 – 16:01:00 UTC ( ),91.1,558161,,1,1,1,1,1,1,0,0,0,0,2025-10-25T18:05:32.283015,https://steamdb.info/app/304930/charts/
Arma 3,107410,Game,Bohemia Interactive,Bohemia Interactive,Windows macOS,"BattlEye AntiCheat , RealVirtuality Engine",31882570,24 October 2025 – 13:04:14 UTC ( ),12 September 2013 – 07:02:00 UTC ( ),90.35,289458,,1,1,0,0,1,1,0,0,0,0,2025-10-25T18:05:58.281342,https://steamdb.info/app/107410/charts/
Bloons TD 6,960090,Game,Ninja Kiwi,Ninja Kiwi,Windows macOS,Unity Engine,31874212,24 October 2025 – 04:02:53 UTC ( ),18 December 2018 – 00:54:00 UTC ( ),97.22,366570,,1,0,0,1,0,1,0,0,1,1,2025-10-25T18:06:28.180155,https://steamdb.info/app/960090/charts/
Shadowverse: Worlds Beyond,2584990,Game,"Cygames, Inc.","Cygames, Inc.",Windows,"Unity Engine , EpicOnlineServices SDK",31889793,24 October 2025 – 19:31:58 UTC ( ),15 June 2025 – 02:50:16 UTC ( ),27.84,22361,,1,0,0,1,0,0,1,0,0,0,2025-10-25T18:08:56.640009,https://steamdb.info/app/2584990/charts/
Wuthering Waves,3513350,Game,KURO GAMES,KURO GAMES,Windows,"AntiCheatExpert AntiCheat , Unreal Engine",31655559,14 October 2025 – 06:13:46 UTC ( ),28 April 2025 – 20:15:01 UTC ( ),89.39,26108,,0,0,0,1,0,0,0,0,0,0,2025-10-25T18:09:23.162789,https://steamdb.info/app/3513350/charts/
Squad,393380,Game,Offworld,Offworld,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31900838,25 October 2025 – 16:50:24 UTC ( ),23 September 2020 – 17:59:00 UTC ( ),81.56,222672,,1,1,1,0,1,1,0,0,0,0,2025-10-25T18:10:16.431257,https://steamdb.info/app/393380/charts/
Dune: Awakening,1172710,Game,Funcom,Funcom,Windows,"BattlEye AntiCheat , Electron Container , Unreal Engine",31880766,24 October 2025 – 11:19:23 UTC ( ),10 June 2025 – 14:00:00 UTC ( ),70.61,67465,,1,0,0,0,0,1,0,0,0,0,2025-10-25T18:10:59.974061,https://steamdb.info/app/1172710/charts/
Cities: Skylines,255710,Game,Colossal Order Ltd.,Paradox Interactive,Windows macOS Linux,"Unity Engine , Paradox_Launcher Launcher , EpicOnlineServices SDK",31732825,17 October 2025 – 17:53:06 UTC ( ),10 March 2015 – 15:59:00 UTC ( ),92.97,280547,,0,1,0,0,1,1,0,0,0,1,2025-10-25T18:11:27.802596,https://steamdb.info/app/255710/charts/
Counter-Strike,10,Game,Valve,Valve,Windows macOS Linux,GoldSource Engine,28969249,13 May 2025 – 22:20:27 UTC ( ),1 November 2000 – 08:00:00 UTC ( ),97.42,253384,,1,0,1,0,0,1,0,0,0,0,2025-10-25T18:16:50.856753,https://steamdb.info/app/10/charts/
Arma Reforger,1874880,Game,Bohemia Interactive,Bohemia Interactive,Windows,BattlEye AntiCheat,31893430,25 October 2025 – 00:38:08 UTC ( ),16 November 2023 – 12:12:19 UTC ( ),78.48,37919,,1,0,0,0,0,1,1,0,0,0,2025-10-25T18:17:17.759780,https://steamdb.info/app/1874880/charts/
Victoria 3,529340,Game,Paradox Development Studio,Paradox Interactive,Windows macOS Linux,"Clausewitz Engine , Paradox_Launcher Launcher",31859614,23 October 2025 – 13:02:36 UTC ( ),25 October 2022 – 15:59:00 UTC ( ),68.43,57182,,1,0,0,0,1,1,1,0,0,0,2025-10-25T18:17:46.884086,https://steamdb.info/app/529340/charts/
Deep Rock Galactic,548430,Game,Ghost Ship Games,Coffee Stain Publishing,Windows,Unreal Engine,31879361,24 October 2025 – 10:02:13 UTC ( ),13 May 2020 – 13:00:00 UTC ( ),97.22,354853,,1,1,0,0,0,1,0,0,0,0,2025-10-25T18:18:17.801175,https://steamdb.info/app/548430/charts/
Lost Ark,1599340,Game,Smilegate RPG,Amazon Games,Windows,"AnyBrain AntiCheat , EasyAntiCheat AntiCheat , UbiArtFramework Engine , Unreal Engine , EpicOnlineServices SDK",31833076,22 October 2025 – 08:56:09 UTC ( ),11 February 2022 – 22:18:00 UTC ( ),70.81,202759,,1,0,0,1,0,1,0,0,0,0,2025-10-25T18:18:41.558674,https://steamdb.info/app/1599340/charts/
World of Tanks,1407200,Game,Wargaming Group Limited,Wargaming Group Limited,Windows,Wargaming Launcher,31855354,23 October 2025 – 09:04:43 UTC ( ),29 April 2021 – 04:00:00 UTC ( ),81.45,92722,,1,1,0,1,0,1,0,0,0,0,2025-10-25T18:19:09.081770,https://steamdb.info/app/1407200/charts/
Clair Obscur: Expedition 33,1903340,Game,Sandfall Interactive,Kepler Interactive,Windows,Unreal Engine,31758187,20 October 2025 – 01:53:00 UTC ( ),24 April 2025 – 07:00:06 UTC ( ),96.14,173253,,0,0,0,0,0,1,0,0,0,0,2025-10-25T18:19:47.641596,https://steamdb.info/app/1903340/charts/
The Outlast Trials,1304930,Game,Red Barrels,Red Barrels,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31885979,24 October 2025 – 15:53:41 UTC ( ),5 March 2024 – 14:47:22 UTC ( ),93.08,76132,,1,0,0,0,0,1,0,0,0,0,2025-10-25T18:20:08.535522,https://steamdb.info/app/1304930/charts/
雀魂麻将(MahjongSoul),1329410,Game,Catfood Studio,Catfood Studio,Windows macOS,Unity Engine,31892632,24 October 2025 – 23:19:14 UTC ( ),15 July 2020 – 05:50:06 UTC ( ),45.1,77637,,1,0,0,1,0,0,1,0,0,0,2025-10-25T18:20:57.320008,https://steamdb.info/app/1329410/charts/
Dying Light: The Beast,3008130,Game,Techland,Techland,Windows,"ChromeEngine Engine , EpicOnlineServices SDK",31898351,25 October 2025 – 12:11:09 UTC ( ),18 September 2025 – 16:00:43 UTC ( ),87.39,48510,,1,0,0,0,0,1,0,0,0,0,2025-10-25T18:21:22.013597,https://steamdb.info/app/3008130/charts/
Farthest Frontier,1044720,Game,Crate Entertainment,Crate Entertainment,Windows,Unity Engine,31899980,25 October 2025 – 15:20:14 UTC ( ),23 October 2025 – 14:00:04 UTC ( ),86.45,20730,,0,0,0,0,1,1,0,0,0,0,2025-10-25T18:21:50.562958,https://steamdb.info/app/1044720/charts/
Albion Online,761890,Game,Sandbox Interactive GmbH,Sandbox Interactive GmbH,Windows macOS Linux,"BattlEye AntiCheat , Unity Engine , EpicOnlineServices SDK",31659283,14 October 2025 – 10:07:57 UTC ( ),16 May 2018 – 12:45:45 UTC ( ),78.7,86595,,1,0,0,1,0,0,1,0,0,0,2025-10-25T18:22:21.413300,https://steamdb.info/app/761890/charts/
Cookie Clicker,1454400,Game,"Orteil , DashNet",Playsaurus,Windows macOS,Electron Container,31894737,25 October 2025 – 03:19:49 UTC ( ),1 September 2021 – 19:04:08 UTC ( ),96.57,84328,,0,0,0,0,1,0,0,0,0,0,2025-10-25T18:22:46.141719,https://steamdb.info/app/1454400/charts/
Raft,648800,Game,Redbeet Interactive,Axolot Games,Windows,Unity Engine,30924059,3 September 2025 – 15:12:37 UTC ( ),20 June 2022 – 16:56:46 UTC ( ),93.18,357097,,1,0,0,0,0,1,0,0,0,0,2025-10-25T18:23:16.324703,https://steamdb.info/app/648800/charts/
It Takes Two,1426210,Game,Hazelight Studios,Electronic Arts,Windows,"Unreal Engine , EA_App Launcher",31743860,18 October 2025 – 13:53:28 UTC ( ),26 March 2021 – 03:59:00 UTC ( ),95.32,234568,,1,1,0,0,0,1,0,0,0,0,2025-10-25T18:23:46.514116,https://steamdb.info/app/1426210/charts/
Super Fantasy Kingdom,2289750,Game,Super Fantasy Games,Hooded Horse,Windows,"Unity Engine , EpicOnlineServices SDK",31900666,25 October 2025 – 16:33:02 UTC ( ),24 October 2025 – 12:55:20 UTC ( ),90.32,475,,0,1,0,0,1,1,0,0,0,0,2025-10-25T18:24:17.871708,https://steamdb.info/app/2289750/charts/
Dark and Darker,2016590,Game,IRONMACE,IRONMACE,Windows,"Unreal Engine , EpicOnlineServices SDK",31860392,23 October 2025 – 13:45:06 UTC ( ),7 June 2024 – 21:00:48 UTC ( ),64.28,77961,,1,0,0,1,0,1,0,0,0,0,2025-10-25T18:24:49.398658,https://steamdb.info/app/2016590/charts/
Cities: Skylines II,949230,Game,Colossal Order Ltd.,Paradox Interactive,Windows,"Unity Engine , Paradox_Launcher Launcher",31896245,25 October 2025 – 06:57:09 UTC ( ),24 October 2023 – 15:59:00 UTC ( ),52.45,78779,,0,0,0,0,0,1,0,0,0,0,2025-10-25T18:25:17.782475,https://steamdb.info/app/949230/charts/
Enshrouded,1203620,Game,Keen Games GmbH,Keen Games GmbH,Windows,,31881916,24 October 2025 – 12:26:16 UTC ( ),24 January 2024 – 14:39:00 UTC ( ),86.24,83919,,1,0,0,0,0,1,0,0,0,0,2025-10-25T18:26:17.409084,https://steamdb.info/app/1203620/charts/
Balatro,2379780,Game,LocalThunk,Playstack,Windows macOS,Love2D Engine,31623825,12 October 2025 – 15:15:16 UTC ( ),20 February 2024 – 14:46:00 UTC ( ),97.95,172352,,0,1,0,0,0,1,0,0,0,0,2025-10-25T18:27:12.181333,https://steamdb.info/app/2379780/charts/
Palia,2707930,Game,Singularity 6 Corporation,Singularity 6 Corporation,Windows,"Unreal Engine , EpicOnlineServices SDK",31886941,24 October 2025 – 16:43:40 UTC ( ),25 March 2024 – 18:36:00 UTC ( ),85.84,35314,,1,0,0,1,0,1,1,0,0,0,2025-10-25T18:28:18.798889,https://steamdb.info/app/2707930/charts/
